YEAR,SUBRGN,SRNAME,SRNAMEPCAP,SRHTIAN,SRHTIOZ,SRHTIANT,SRHTIOZT,SRNGENAN,SRNGENOZ,SRNOXAN,SRNOXOZ,SRSO2AN,SRCO2AN,SRCH4AN,SRN2OAN,SRCO2EQA,SRHGAN,SRNOXRTA,SRNOXRTO,SRSO2RTA,SRCO2RTA,SRCH4RTA,SRN2ORTA,SRC2ERTA,SRHGRTA,SRNOXRA,SRNOXRO,SRSO2RA,SRCO2RA,SRCH4RA,SRN2ORA,SRC2ERA,SRHGRA,SRNOXCRT,SRNOXCRO,SRSO2CRT,SRCO2CRT,SRCH4CRT,SRN2OCRT,SRC2ECRT,SRHGCRT,SRCNOXRT,SRONOXRT,SRGNOXRT,SRFSNXRT,SRCNXORT,SRONXORT,SRGNXORT,SRFSNORT,SRCSO2RT,SROSO2RT,SRGSO2RT,SRFSS2RT,SRCCO2RT,SROCO2RT,SRGCO2RT,SRFSC2RT,SRCCH4RT,SROCH4RT,SRGCH4RT,SRFCH4RT,SRCN2ORT,SRON2ORT,SRGN2ORT,SRFN2ORT,SRCC2ERT,SROC2ERT,SRGC2ERT,SRFSC2ERT,SRCHGRT,SRFSHGRT,SRCNOXR,SRONOXR,SRGNOXR,SRFSNXR,SRCNXOR,SRONXOR,SRGNXOR,SRFSNOR,SRCSO2R,SROSO2R,SRGSO2R,SRFSS2R,SRCCO2R,SROCO2R,SRGCO2R,SRFSC2R,SRCCH4R,SROCH4R,SRGCH4R,SRFCH4R,SRCN2OR,SRON2OR,SRGN2OR,SRFN2OR,SRCC2ER,SROC2ER,SRGC2ER,SRFSC2ER,SRCHGR,SRFSHGR,SRNBNOX,SRNBNXO,SRNBSO2,SRNBCO2,SRNBCH4,SRNBN2O,SRNBC2E,SRNBHG,SRGENACL,SRGENAOL,SRGENAGS,SRGENANC,SRGENAHY,SRGENABM,SRGENAWI,SRGENASO,SRGENAGT,SRGENAOF,SRGENAOP,SRGENATN,SRGENATR,SRGENATH,SRGENACY,SRGENACN,SRCLPR,SROLPR,SRGSPR,SRNCPR,SRHYPR,SRBMPR,SRWIPR,SRSOPR,SRGTPR,SROFPR,SROPPR,SRTNPR,SRTRPR,SRTHPR,SRCYPR,SRCNPR,SRNBGNCL,SRNBGNOL,SRNBGNGS,SRNBGNNC,SRNBGNHY,SRNBGNBM,SRNBGNWI,SRNBGNSO,SRNBGNGT,SRNBGNOF,SRNBGNOP,SRNBCLPR,SRNBOLPR,SRNBGSPR,SRNBNCPR,SRNBHYPR,SRNBBMPR,SRNBWIPR,SRNBSOPR,SRNBGTPR,SRNBOFPR,SRNBOPPR
2022,NEWE,NPCC New England,38879.8,506547252.205,239811390.273,559244241.196,258276930.276,105455877.334,47128175.141,16299.494,6675.874,6437.253,28284725.419,6683721.043,873411.708,28498409.904,--,0.309,0.283,0.122,536.428,0.063,0.008,540.48,--,0.064,0.056,0.025,111.677,0.0131946644936001,0.00172424527859551,112.520242800435,--,0.507,0.464,0.2,879.245,0.104,0.014,885.888,--,2.854,3.228,0.21,0.255,4.63,2.843,0.2,0.215,0.715,4.745,0.035,0.086,2372.473,1989.892,853.661,873.249,0.3044,0.0731,0.0167,0.0188,0.0443,0.0142,0.0018,0.0021,2393.296,1995.964,854.614,874.36,--,--,0.246,0.26,0.03,0.035,0.33,0.2,0.028,0.03,0.062,0.382,0.005,0.012,204.732,160.344,119.722,121.159,0.0263,0.0059,0.0023,0.0026,0.0038,0.0011,0.0003,0.0003,206.529,160.833,119.855,121.313,--,--,0.457,0.329,0.249,923.348,0.073,0.01,928.058,--,347897.825,1853564.561,55626947.552,27385695,6208666.43,4756951.246,4044260.49,3478590.2,0,1658414.931,94888,86967407.869,18488468.366,12279801.936,64338664.115,41117212.12,0.00329898946763988,0.0175766835114004,0.527490259793961,0.259688658211641,0.0588745421465608,0.0451084511914681,0.0383502620658871,0.0329862149383524,0,0.0157261500279449,0.000899788645144342,0.824680529657732,0.175319470342268,0.116444928195708,0.610100322637559,0.389899677362441,308840,580660.191,26320694.305,0,0,1867305.628,0,0,0,0,0,0.0106212706966216,0.0199693986250583,0.905191099406686,0,0,0.0642182312716345,0,0,0,0,0
2022,NWPP,WECC Northwest,80185.7000000001,1052305755.347,430252986.021,1626255545.374,683320822.041,290045161.471,123240041.277,77030.526,31987.277,46128.115,87316361.897,16246403.236,2320196.412,87865151.202,--,0.531,0.519,0.318,602.088,0.056,0.008,605.872,--,0.146,0.149,0.088,165.952,0.0154388619024921,0.00220486906985975,166.99547779823,--,1.374,1.342,0.823,1556.926,0.145,0.021,1566.711,--,1.973,1.556,0.736,1.35,1.973,1.501,0.731,1.396,1.504,17.166,0.008,0.82,2286.719,1842.488,923.521,1600.61,0.2587,0.0537,0.0169,0.1365,0.0376,0.0107,0.0017,0.0195,2304.399,1847.028,924.446,1609.825,--,--,0.179,0.19,0.095,0.144,0.179,0.185,0.093,0.146,0.136,2.1,0.001,0.087,207.22,225.393,118.66,170.45,0.0234,0.0066,0.0022,0.0145,0.0034,0.0013,0.0002,0.0021,208.822,225.948,118.778,171.431,--,--,1.494,1.526,0.79,1515.676,0.134,0.019,1524.699,--,52895365.083,553223.17,54892155.985,9851535,127570177.77,2869340.212,31406623,7171492,1880248,686295.03,268705.531,119147279.799,170897880.982,43327703.212,112165085.011,177880075.77,0.18236941082061,0.00190736907490663,0.189253824601634,0.0339655210018775,0.439828671598912,0.00989273602867144,0.10828183761257,0.0247254323453956,0.00648260427768243,0.00236616611065678,0.000926426527084475,0.410788718136769,0.589211281863231,0.149382610264319,0.386715933163563,0.613284066836437,19491334.728,24530.46,25334410.323,0,0,1507217.852,0,0,0,10634.143,0,0.420360617863079,0.000529037115550265,0.546375531762553,0,0,0.0325054716123605,0,0,0,0.000229341646457354,0
2022,NYCW,NPCC NYC/Westchester,12790.2,242052196.972,120796992.914,243662684.971,121623616.913,32721380.717,16103198.601,4063.129,1998.084,455.821,14483027.083,743984.923,85428.473,14505055.738,--,0.248,0.248,0.028,885.233,0.023,0.003,886.58,--,0.034,0.033,0.004,119.669,0.00307365490711106,0.000352934094665053,119.850643121227,--,0.248,0.248,0.028,885.698,0.023,0.003,887.045,--,0,11.939,0.215,0.221,0,7.196,0.219,0.224,0,1.487,0.01,0.011,0,2227.585,883.162,883.925,0,0.0552,0.0154,0.0154,0,0.008,0.0016,0.0016,0,2231.356,884.036,884.801,--,--,0,0.692,0.029,0.03,0,2.547,0.029,0.03,0,0.086,0.001,0.001,0,129.16,119.798,119.81,0,0.0032,0.0021,0.0021,0,0.0005,0.0002,0.0002,0,129.378,119.916,119.929,--,--,0.341,0.342,0.021,971.78,0.021,0.002,972.967,--,0,743806.171,31592944.481,0,0,165345.46,0,17176,0,202092.54,16,32538859.192,182521.46,182521.46,32704204.652,17176,0,0.0227315032611418,0.965513797140738,0,0,0.00505313213273272,0,0.000524916725937424,0,0.00617616176252782,4.88976922158755e-07,0.99442195114133,0.00557804885867015,0.00557804885867015,0.999475083274063,0.000524916725937424,0,18356.007,15409863.346,0,0,59649.926,0,0,0,0,0,0,0.00118518607495036,0.99496341737747,0,0,0.00385139654757993,0,0,0,0,0
2022,NYLI,NPCC Long Island,5885.3,107933672.015,53358347.336,109794346.015,54296954.336,10828139.142,5273005.277,4972.967,2258.605,2564.646,6500714.897,1464378.121,189743.267,6547291.37,--,0.919,0.857,0.474,1200.708,0.135,0.018,1209.311,--,0.092,0.085,0.048,120.458,0.0135673890609085,0.00175796175056131,121.320645314283,--,0.94,0.876,0.485,1228.449,0.138,0.018,1237.251,--,0,3.619,0.611,0.664,0,4.137,0.568,0.628,0,0.549,0.441,0.443,0,2384.498,1126.226,1148.328,0,0.0576,0.0235,0.0241,0,0.0108,0.0028,0.0029,0,2389.156,1127.639,1149.798,--,--,0,0.217,0.066,0.071,0,0.22,0.06,0.065,0,0.033,0.048,0.047,0,142.903,121.812,122.471,0,0.0035,0.0025,0.0026,0,0.0006,0.0003,0.0003,0,143.182,121.965,122.628,--,--,0.901,0.809,0.654,1316.653,0.039,0.005,1319.074,--,0,693205.514,8953219.514,0,0,422234.929,0,244526,0,516066.955,-1114,10161377.983,666760.929,666760.929,10583612.912,244526,0,0.0640188973962805,0.826847493069915,0,0,0.0389942290574116,0,0.0225824587204926,0,0.0476598018545996,0,0.938423312222096,0.0615766877779043,0.0615766877779043,0.977417541279507,0.0225824587204926,0,169408.001,6482916.65,0,0,37394.241,0,0,0,0,0,0,0.025323635226965,0.969086557210837,0,0,0.00558980756219844,0,0,0,0,0
2022,NYUP,NPCC Upstate NY,26052.6,214581883.015,96969097.166,328434759.021,143269578.162,87177696.756,37508688.729,4906.277,1784.68,1873.893,11967721.668,1322854.028,164244.196,12003877.73,--,0.113,0.095,0.043,274.559,0.015,0.002,275.389,--,0.046,0.037,0.017,111.545,0.0061647983017631,0.000765415018697169,111.881558324855,--,0.357,0.302,0.137,872.033,0.048,0.006,874.667,--,0,2.182,0.218,0.273,0,1.997,0.156,0.197,0,2.596,0.013,0.086,0,1224.732,885.629,895.206,0,0.0494,0.0164,0.0173,0,0.0106,0.0017,0.0019,0,1229.12,886.531,896.207,--,--,0,0.236,0.029,0.036,0,0.206,0.022,0.027,0,0.281,0.002,0.011,0,132.418,118.626,119.105,0,0.0053,0.0022,0.0023,0,0.0011,0.0002,0.0003,0,132.893,118.747,119.239,--,--,0.457,0.333,0.189,920.115,0.043,0.005,922.457,--,0,406686.364,25474781.659,26812164,26975966,1292553.348,4567508,1374189,0,286723.122,-12875,52967480.145,34210216.348,7234250.348,27447869.493,59729827,0,0.00466502764308134,0.292216732992544,0.307557610244415,0.309436554132467,0.0148266517698571,0.0523930796951804,0.0157630799537166,0,0.0032889504257895,0,0.607580634448779,0.392419365551221,0.0829828114187541,0.314849675974221,0.685150324025779,0,620221.862,12965720.717,0,0,501660.976,0,0,0,0,0,0,0.0440260729774749,0.920363826693726,0,0,0.0356101003287991,0,0,0,0,0
2022,PRMS,Puerto Rico Miscellaneous,6404.8,181883692.401,81196153.755,183359981.401,81834374.755,17762020.003,7868141.001,27207.282,12045.445,37852.989,14151716.683,1545337.416,254319.321,14208926.98,--,3.064,3.062,4.262,1593.481,0.087,0.014,1599.922,--,0.299,0.297,0.416,155.613,0.00849629450337409,0.00139825246366398,156.241901540832,--,3.14,3.138,4.369,1633.266,0.089,0.015,1639.869,--,2.559,3.698,2.771,3.14,2.549,3.637,2.785,3.136,2.594,6.21,3.092,4.368,2265.492,1774.556,1200.221,1633.07,0.2668,0.0643,0.0394,0.0892,0.0388,0.0125,0.0066,0.0147,2283.728,1779.888,1203.169,1639.672,--,--,0.233,0.34,0.281,0.299,0.233,0.334,0.278,0.297,0.236,0.571,0.314,0.416,205.912,163.226,121.806,155.613,0.0243,0.0059,0.004,0.0085,0.0035,0.0011,0.0007,0.0014,207.569,163.717,122.105,156.242,--,--,3.5,3.511,5.578,1670.902,0.074,0.013,1676.699,--,2962885,8626394.157,5742145.17,0,0,0,155009,277667.02,0,0,-2080,17329344.327,432676.02,432676.02,17329344.327,432676.02,0.166810134326889,0.48566514329306,0.323282208770234,0,0,0,0.00872699146672135,0.0156326259386871,0,0,0,0.975640382594592,0.0243596174054084,0.0243596174054084,0.975640382594592,0.0243596174054084,675567.977,6659716.223,3256852.537,0,0,0,0,0,0,0,0,0.0637801412674703,0.628741526680354,0.307478332052176,0,0,0,0,0,0,0,0
2022,RFCE,RFC East,78446.9,1400185429.325,634199855.877,1435054177.328,647503921.882,289058252.042,127405436.726,39681.904,14205.745,43592.69,95011435.673,13040136.095,1743146.551,95434166.215,--,0.275,0.223,0.302,657.386,0.045,0.006,660.311,--,0.057,0.045,0.062,135.713,0.00931314940285186,0.00124493978761108,136.316468113808,--,0.451,0.367,0.496,1080.883,0.074,0.01,1085.692,--,1.161,6.383,0.223,0.388,0.846,4.31,0.187,0.299,2.955,1.047,0.042,0.454,2318.276,1700.579,866.529,1071.806,0.265,0.0431,0.0185,0.0531,0.0385,0.0064,0.002,0.0071,2336.389,1703.578,867.584,1075.258,--,--,0.104,0.483,0.031,0.05,0.074,0.337,0.026,0.039,0.266,0.079,0.006,0.058,208.546,128.595,120.133,137.903,0.0238,0.0033,0.0026,0.0068,0.0035,0.0005,0.0003,0.0009,210.175,128.822,120.279,138.347,--,--,0.749,0.554,0.773,1278.704,0.097,0.013,1285.111,--,25441380.701,696990.636,145162962.19,104545474,3182997,2525733.761,3013815,2512581.38,0,2005652.069,-29334,277823125.596,11235127.141,8052130.141,175803385.357,113254867.38,0.0880147183486502,0.00241124627787105,0.502192761547191,0.361676143165235,0.0110116108772582,0.00873780193813751,0.0104263240072309,0.00869230114071877,0,0.00693857397257862,0,0.961131962036655,0.0388680379633454,0.0278564270860872,0.608193620809557,0.391806379190443,16721056.866,733829.28,48810235.493,0,0,1407530.072,0,0,0,754098.156,0,0.244364329721626,0.0107243041853756,0.713320968582358,0,0,0.0205698805669649,0,0,0,0.0110205169436756,0
2022,RFCM,RFC Michigan,31059.8,690023257.166,322724511.069,724532750.168,334130884.067,93807523.698,41721367.612,29927.345,13181.648,43645.332,57053917.818,10837685.725,1540830.966,57418972.699,--,0.638,0.632,0.931,1216.404,0.116,0.016,1224.187,--,0.087,0.082,0.127,165.368,0.0157062615099548,0.00223301309049837,166.426195357026,--,0.796,0.789,1.161,1518.014,0.144,0.02,1527.727,--,1.124,5.708,0.398,0.769,1.074,6.239,0.361,0.732,2.326,1.395,0.037,1.173,2199.528,1414.334,900.706,1544.74,0.2545,0.0411,0.0163,0.1342,0.0371,0.0081,0.0017,0.0192,2216.957,1417.77,901.605,1553.827,--,--,0.106,0.858,0.052,0.085,0.101,0.944,0.047,0.08,0.22,0.21,0.005,0.129,208.413,212.683,118.375,170.421,0.0241,0.0062,0.0021,0.0148,0.0035,0.0012,0.0002,0.0021,210.064,213.199,118.494,171.423,--,--,0.881,0.818,1.413,1597.326,0.149,0.021,1607.386,--,34477354.859,1545523.064,36275773.499,9392330,-438383,1524443.337,8867925,816481,0,1346132.388,-57,83037056.81,10770466.337,11208849.337,75169170.147,18638353,0.36582336855273,0.0163988349964971,0.384905562289559,0.0996576974425851,0,0.0161751677003588,0.0940934769746737,0.00866330468218422,0,0.0142831921622184,0,0.88518547366268,0.11481452633732,0.118931949357217,0.801312811864855,0.198687188135145,19264832.749,111468.565,17400259.447,0,0,513420.137,0,0,0,0,0,0.516622220910459,0.00298923632124603,0.466620229555836,0,0,0.0137683132124589,0,0,0,0,0
2022,RFCW,RFC West,140293.2,3154569070.644,1424913381.088,3294690973.364,1468945722.083,535522391.601,231446149.955,139020.863,49085.661,166106.437,267775418.409,46397570.378,6634858.921,269342129.46,--,0.519,0.424,0.62,1000.053,0.087,0.012,1005.904,--,0.088,0.069,0.105,169.77,0.0147080534104546,0.00210325365285012,170.763184085244,--,0.8,0.654,0.956,1541.669,0.134,0.019,1550.689,--,1.248,1.307,0.31,0.789,0.931,1.034,0.312,0.624,1.898,2.991,0.013,0.962,2217.883,2282.222,886.946,1556.684,0.2545,0.0612,0.0169,0.1347,0.037,0.0112,0.0018,0.0193,2235.276,2287.103,887.869,1565.778,--,--,0.116,0.1,0.041,0.087,0.086,0.081,0.041,0.068,0.177,0.23,0.002,0.106,206.512,175.173,118.535,171.088,0.0237,0.0047,0.0023,0.0148,0.0034,0.0009,0.0002,0.0021,208.131,175.548,118.658,172.088,--,--,1.082,0.872,1.18,1843.591,0.178,0.026,1855.683,--,168150599.511,1599504.147,171286363.167,147920422,5359994.52,2279287.63,32133201.54,2725041.68,0,3638980.98,428993.932,493024863.737,42497525.37,37137530.85,347383729.367,188138659.74,0.313993593790535,0.00298681097099829,0.319849116771056,0.276217063952568,0.0100089083650414,0.00425619484145337,0.0600034698709481,0.00508856722973635,0,0.00679519858370088,0.000801075623962913,0.920642859692821,0.0793571403071792,0.0693482319421378,0.648681990581707,0.351318009418293,94046430.701,1004750.643,46671683.312,0,0,730398.751,0,0,0,1172599.234,0,0.654801502811541,0.00699561085314311,0.324953197520636,0,0,0.0050854263846696,0,0,0,0.00816426243000983,0
2022,RMPA,WECC Rockies,23744.2,427959095.837,194118468.145,518576049.838,231032025.148,67125368.359,29383400.442,20571.385,9409.865,11669.007,37754231.649,6789821.003,972329.311,37983981.442,--,0.613,0.64,0.348,1124.887,0.101,0.014,1131.733,--,0.096,0.097,0.055,176.439,0.015865584045411,0.00227201459311976,177.512205308833,--,1.012,1.058,0.574,1858.106,0.167,0.024,1869.414,--,1.303,16.976,0.526,1.009,1.288,15.027,0.557,1.011,0.927,6.766,0.007,0.576,2325.198,2630.147,1128,1867.809,0.2562,0.1065,0.0196,0.1658,0.0373,0.0213,0.002,0.0238,2342.705,2639.158,1129.078,1879.039,--,--,0.117,1.054,0.055,0.096,0.116,1.011,0.059,0.097,0.083,0.42,0.001,0.055,207.845,163.326,118.872,177.23,0.0229,0.0066,0.0021,0.0157,0.0033,0.0013,0.0002,0.0023,209.41,163.885,118.985,178.295,--,--,0.929,0.937,0.43,1676.39,0.129,0.018,1685.051,--,24543081.42,27398.707,15853215.56,0,5642610,162929.161,18464582,2380852,0,2609,48090,40474394.687,26650973.161,21008363.161,40637323.848,26488044,0.365630494205646,0.000408172169157302,0.236173239242403,0,0.0840607683935116,0.00242723676939753,0.275076064265474,0.035468736728434,0,3.88675709890763e-05,0.000716420654988379,0.602967193843183,0.397032806156817,0.312972037763305,0.605394430612581,0.394605569387419,10528960.423,3948.002,11721570.826,0,0,41911.158,0,0,0,2609.001,0,0.47217187773158,0.000177048392495829,0.525654564585586,0,0,0.0018795084800374,0,0,0,0.00011700081030101,0
2022,SPNO,SPP North,26861,391244254.776,211092151.993,500134903.777,250919194.993,78559612.584,36245164.127,21047.281,10859.707,6267.624,37416971.747,7852331.892,1135291.564,37684284.339,--,0.536,0.599,0.16,952.575,0.1,0.014,959.381,--,0.108,0.103,0.032,191.272,0.0200701525866385,0.00290174628800617,192.638148057026,--,1.118,1.25,0.333,1986.858,0.208,0.03,2001.053,--,0.987,-4.53,1.414,1.12,0.968,-6.088,1.297,1.072,0.407,-0.366,0.036,0.333,2218.086,-538.074,1068.917,1990.368,0.258,-0.0198,0.0207,0.2088,0.0375,-0.0039,0.0022,0.0302,2235.719,-539.746,1070.076,2004.588,--,--,0.093,1.371,0.157,0.108,0.091,1.337,0.141,0.103,0.038,0.111,0.004,0.032,208.495,162.904,118.99,191.68,0.0243,0.006,0.0023,0.0201,0.0035,0.0012,0.0002,0.0029,210.152,163.411,119.119,193.049,--,--,1.218,1.154,0.325,1942.976,0.198,0.029,1956.47,--,29145931.121,-129056.414,8577049.619,8981959,154859,69703,31642678,115660,0,0,829,46576712.326,31982900,31828041,37664456.326,40895156,0.371004009032691,0,0.109178868951233,0.114333036200935,0.00197122917762602,0.000887262525058708,0.402785567076017,0.00147225777438977,0,0,1.05524960657887e-05,0.592883683446908,0.407116316553092,0.405145087375466,0.479437909771032,0.520562090228968,17718150.376,35734.383,5816559.859,0,0,10572.046,0,0,0,0,0,0.751373472520786,0.00151538771671955,0.246662811095139,0,0,0.000448328667354739,0,0,0,0,0
2022,SPSO,SPP South,57781,956198286.542,494793457.997,1142132623.541,566611396.996,155729280.622,72835833.353,58885.235,30457.687,67082.342,75559655.848,11143617.57,1602322.093,75937697.058,--,0.756,0.836,0.862,970.398,0.072,0.01,975.253,--,0.123,0.123,0.14,158.042,0.0116540865287469,0.00167572156900076,158.832531132473,--,1.164,1.287,1.326,1493.111,0.11,0.016,1500.582,--,1.571,28.622,0.82,1.171,1.55,27.614,0.871,1.185,2.889,2.85,0.027,1.308,2171.484,1631.389,1001.147,1525.22,0.2217,0.0635,0.0197,0.1101,0.0323,0.0126,0.0021,0.0156,2186.643,1636.719,1002.264,1532.62,--,--,0.145,2.865,0.097,0.123,0.143,2.735,0.1,0.123,0.266,0.285,0.003,0.137,199.77,163.326,118.429,159.905,0.0204,0.0064,0.0023,0.0115,0.003,0.0013,0.0002,0.0016,201.164,163.859,118.561,160.68,--,--,1.333,1.336,1.291,1528.168,0.105,0.015,1535.231,--,36492339.003,1822633.55,60391180.967,0,5043465,2142295.116,48823385,651426.41,0,225550.145,137006,99068709.665,56660571.526,51617106.526,101211004.781,54518276.41,0.23433190421166,0.0117038590049392,0.387795927041691,0,0.0323861059489143,0.0137565337720432,0.313514482482705,0.00418306952307212,0,0.00144834769206547,0.000879770322910332,0.636159808273265,0.363840191726735,0.33145408577782,0.649916342045309,0.350083657954691,28568209.154,3323,37657600.381,0,0,717024.585,0,0,0,34451,0,0.426514627977785,4.96113739973861e-05,0.562216459932816,0,0,0.0107049578187466,0,0,0,0.000514342896654814,0
2022,SRMV,SERC Mississippi Valley,47214.2,1083014687.901,519815163.167,1094092140.901,524575877.168,183054492.826,84472980.381,45014.737,22158.837,55100.658,73314706.954,7322355.231,1009294.754,73556621.31,--,0.492,0.525,0.602,801.015,0.04,0.006,803.658,--,0.083,0.085,0.102,135.39,0.00676108580317735,0.000931930808765044,135.836793594297,--,0.639,0.682,0.782,1040.829,0.052,0.007,1044.263,--,1.508,0.537,0.502,0.64,1.548,0.293,0.533,0.669,4.338,7.998,0.007,0.777,2337.868,1074.168,863.416,1065.072,0.2481,0.1954,0.0162,0.0514,0.0361,0.0302,0.0016,0.0069,2354.816,1088.038,864.304,1068.409,--,--,0.134,0.113,0.069,0.083,0.134,0.099,0.072,0.085,0.385,1.681,0.001,0.1,207.323,225.775,118.685,137.417,0.022,0.0411,0.0022,0.0066,0.0032,0.0063,0.0002,0.0009,208.826,228.691,118.807,137.848,--,--,0.889,0.927,1.407,1220.738,0.073,0.01,1225.618,--,19136714.4,1401986.635,116141234.656,39088748,2153060,1742708.932,0,935157.67,0,2136499.514,318383.41,178223566.615,4830926.602,2677866.602,140877527.547,42176965.67,0.104541079892066,0.00765884852298069,0.634462627029437,0.213536129668572,0.0117618527803504,0.00952016474096664,0,0.00510862996895371,0,0.0116713852604935,0.00173928213618103,0.973609352509729,0.0263906474902707,0.0146287947099204,0.769593387582124,0.230406612417876,12390475.652,2943046.749,45495705.041,0,0,777938.221,0,0,0,736486.485,0,0.198744783551042,0.0472068389832262,0.729756815227572,0,0,0.0124782266380225,0,0,0,0.0118133356001375,0
2022,SRMW,SERC Midwest,33720.2,824439805.277,353707687.112,878661009.275,372451678.113,118737334.727,48619649.191,59493.846,18135.385,143104.478,81328341.697,17883372.193,2590550.137,81937875.818,--,1.002,0.746,2.41,1369.887,0.151,0.022,1380.154,--,0.144,0.103,0.347,197.294,0.0216915438562448,0.00314219439723633,198.772245817195,--,1.403,1.044,3.374,1917.594,0.211,0.031,1931.966,--,1.549,31.557,0.673,1.405,1.094,25.272,0.679,1.014,4.041,8.451,0.029,3.38,2114.363,3106.973,922.371,1923.162,0.2497,0.0914,0.0173,0.2112,0.0363,0.0183,0.0017,0.0306,2131.425,3114.701,923.32,1937.563,--,--,0.153,1.659,0.087,0.144,0.106,1.911,0.084,0.102,0.399,0.444,0.004,0.347,208.518,163.326,118.659,197.684,0.0246,0.0048,0.0022,0.0217,0.0036,0.001,0.0002,0.0031,210.201,163.732,118.781,199.164,--,--,1.421,1.124,3.244,1808.621,0.186,0.027,1821.235,--,70231873.423,87466.567,13985047.354,18098791.5,1489204,157224.117,12916903,1409135,0,91637.429,270051.7,102764867.973,15972466.117,14483262.117,84823300.59,33914033.5,0.591489390942245,0.000736639134357711,0.117781382420121,0.152427133712481,0.0125420029968941,0.00132413379671155,0.108785523095957,0.011867665808733,0,0.000771765929413078,0.00227436216308602,0.865480674301705,0.134519325698295,0.121977322701401,0.714377674385935,0.285622325614065,19765847.218,10263.994,7776230.365,0,0,198630.145,0,0,0,0,0,0.712257841487682,0.000369860706240056,0.280214705381778,0,0,0.00715759242429979,0,0,0,0,0
2022,SRSO,SERC South,72049.9,1621438443.721,791220495.054,1676855922.722,816537148.055,257187544.425,120263364.141,50020.152,21156.759,19445.173,114871534.679,16492532.152,2392535.412,115433310.71,--,0.389,0.352,0.151,893.29,0.064,0.009,897.659,--,0.062,0.053,0.024,141.691,0.0101715438016578,0.00147556351662011,142.383833511552,--,0.514,0.465,0.2,1181.07,0.085,0.012,1186.846,--,0.902,2.433,0.234,0.478,0.735,1.942,0.264,0.423,0.338,1.815,0.006,0.13,1894.402,791.732,892.11,1245.468,0.1813,0.0882,0.0169,0.0751,0.0261,0.0175,0.0017,0.0104,1906.724,799.145,893.033,1250.437,--,--,0.09,0.387,0.031,0.057,0.072,0.33,0.034,0.049,0.034,0.288,0.001,0.015,188.773,125.823,118.832,148.355,0.0181,0.014,0.0022,0.0089,0.0026,0.0028,0.0002,0.0012,190.001,127.001,118.955,148.946,--,--,0.802,0.629,0.309,1354.798,0.092,0.013,1361.062,--,45464600.068,602255.312,138477106.534,47061787,7396089,9918697.988,0,8208606,0,62218.159,-3815.051,231664152.022,25523392.988,18127303.988,194521063.01,62666482,0.176776056811897,0.00234169703659865,0.538428509547831,0.182986260077914,0.028757570665844,0.0385660121590038,0,0.0319168099671422,0,0.000241917465317307,0,0.90075960720801,0.0992403927919899,0.070482822126146,0.7563393592891,0.2436606407109,28788454.586,310999.12,36672692.363,0,0,3011593.087,0,0,0,0,0,0.418535760621732,0.00452140467532666,0.533159331156575,0,0,0.0437835035463659,0,0,0,0,0
2022,SRTV,SERC Tennessee Valley,57330.9,1192606768.313,563955139.971,1263138312.319,593937621.971,214916301.487,96983337.865,42334.864,17736.992,57718.198,100265691.761,17624427.333,2529587.964,100862905.71,--,0.394,0.366,0.537,933.067,0.082,0.012,938.625,--,0.071,0.063,0.097,168.145,0.01477807086231,0.00212105786350536,169.146961747795,--,0.652,0.606,0.89,1545.222,0.136,0.019,1554.426,--,1.093,35.225,0.193,0.65,0.982,35.083,0.167,0.584,1.697,3.287,0.039,0.881,2192.372,1840.445,909.763,1561.428,0.2504,0.0741,0.0182,0.1361,0.0364,0.0148,0.0019,0.0194,2209.471,1846.712,910.79,1570.617,--,--,0.101,3.145,0.025,0.071,0.091,3.15,0.022,0.063,0.157,0.293,0.005,0.096,203.335,164.312,119.773,169.414,0.0232,0.0066,0.0024,0.0148,0.0034,0.0013,0.0003,0.0021,204.921,164.872,119.908,170.411,--,--,0.715,0.649,0.968,1671.028,0.152,0.022,1681.327,--,62715587.501,238759.787,65362764.455,64960861,18728480,1401100.828,14865,1436949,0,56983.525,-50,193334906.268,21581394.828,2852914.828,129775146.096,85141155,0.291814009366306,0.00111094312428795,0.304131255384874,0.302261208985646,0.0871431338827773,0.00651928597716815,6.91664611953284e-05,0.00668608659590756,0,0.000265142870547294,0,0.899582327082952,0.100417672917048,0.013274539034271,0.603840404074474,0.396159595925526,38687255.383,1204.101,29803017.74,0,0,656486.353,0,0,0,0,0,0.55948510096062,1.74133978459388e-05,0.431003549464333,0,0,0.00949393617720111,0,0,0,0,0
